Código INE;Municipio;Provincia;Comunidad/ciudad autónoma
28012;Anchuelo;Madrid;Comunidad de Madrid
13017;Anchuras;Ciudad Real;Castilla-La Mancha
31014;Ancín/Antzin;Navarra;Comunidad Foral de Navarra
49009;Andavías;Zamora;Castilla y León
46038;Andilla;València/Valencia;Comunitat Valenciana
20009;Andoain;Gipuzkoa;País Vasco/Euskadi
44025;Andorra;Teruel;Aragón
31015;Andosilla;Navarra;Comunidad Foral de Navarra
07005;Andratx;Illes Balears;Illes Balears
23005;Andújar;Jaén;Andalucía
50028;Anento;Zaragoza;Aragón
17008;Anglès;Girona;Cataluña/Catalunya
25027;Anglesola;Lleida;Cataluña/Catalunya
19031;Angón;Guadalajara;Castilla-La Mancha
26013;Anguciana;La Rioja;La Rioja
22027;Angüés;Huesca;Aragón
26014;Anguiano;La Rioja;La Rioja
19032;Anguita;Guadalajara;Castilla-La Mancha
09017;Anguix;Burgos;Castilla y León
39003;Anievas;Cantabria;Cantabria
50029;Aniñón;Zaragoza;Aragón
46039;Anna;València/Valencia;Comunitat Valenciana
20010;Anoeta;Gipuzkoa;País Vasco/Euskadi
19033;Anquela del Ducado;Guadalajara;Castilla-La Mancha
19034;Anquela del Pedregal;Guadalajara;Castilla-La Mancha
22028;Ansó;Huesca;Aragón
31016;Ansoáin/Antsoain;Navarra;Comunidad Foral de Navarra
04016;Antas;Almería;Andalucía
27003;Antas de Ulla;Lugo;Galicia
46040;Antella;València/Valencia;Comunitat Valenciana
29015;Antequera;Málaga;Andalucía
35003;Antigua;Las Palmas;Canarias
34012;Antigüedad;Palencia;Castilla y León
22029;Antillón;Huesca;Aragón
20011;Antzuola;Gipuzkoa;País Vasco/Euskadi
31017;Anue;Navarra;Comunidad Foral de Navarra
01049;Añana;Araba/Álava;País Vasco/Euskadi
40018;Añe;Segovia;Castilla y León
50030;Añón de Moncayo;Zaragoza;Aragón
14006;Añora;Córdoba;Andalucía
31018;Añorbe;Navarra;Comunidad Foral de Navarra
45014;Añover de Tajo;Toledo;Castilla-La Mancha
37030;Añover de Tormes;Salamanca;Castilla y León
31019;Aoiz/Agoitz;Navarra;Comunidad Foral de Navarra
37031;Arabayona de Mógica;Salamanca;Castilla y León
21007;Aracena;Huelva;Andalucía
38004;Arafo;Santa Cruz de Tenerife;Canarias
22032;Aragüés del Puerto;Huesca;Aragón
41011;Arahal;Sevilla;Andalucía
40019;Arahuetes;Segovia;Castilla y León
31020;Araitz;Navarra;Comunidad Foral de Navarra
48005;Arakaldo;Bizkaia;País Vasco/Euskadi
31025;Arakil;Navarra;Comunidad Foral de Navarra
20012;Arama;Gipuzkoa;País Vasco/Euskadi
01003;Aramaio;Araba/Álava;País Vasco/Euskadi
31021;Aranarache/Aranaratxe;Navarra;Comunidad Foral de Navarra
42024;Arancón;Soria;Castilla y León
09018;Aranda de Duero;Burgos;Castilla y León
50031;Aranda de Moncayo;Zaragoza;Aragón
50032;Arándiga;Zaragoza;Aragón
09019;Arandilla;Burgos;Castilla y León
16020;Arandilla del Arroyo;Cuenca;Castilla-La Mancha
15003;Aranga;A Coruña;Galicia
31023;Aranguren;Navarra;Comunidad Foral de Navarra
28013;Aranjuez;Madrid;Comunidad de Madrid
31024;Arano;Navarra;Comunidad Foral de Navarra
31022;Arantza;Navarra;Comunidad Foral de Navarra
48006;Arantzazu;Bizkaia;País Vasco/Euskadi
19036;Aranzueque;Guadalajara;Castilla-La Mancha
12013;Arañuel;Castelló/Castellón;Comunitat Valenciana
37032;Arapiles;Salamanca;Castilla y León
31026;Aras;Navarra;Comunidad Foral de Navarra
46041;Aras de los Olmos;València/Valencia;Comunitat Valenciana
09020;Arauzo de Miel;Burgos;Castilla y León
09021;Arauzo de Salce;Burgos;Castilla y León
09022;Arauzo de Torre;Burgos;Castilla y León
19037;Arbancón;Guadalajara;Castilla-La Mancha
25029;Arbeca;Lleida;Cataluña/Catalunya
19038;Arbeteta;Guadalajara;Castilla-La Mancha
31027;Arbizu;Navarra;Comunidad Foral de Navarra
36001;Arbo;Pontevedra;Galicia
04017;Arboleas;Almería;Andalucía
43015;Arbolí;Tarragona;Cataluña/Catalunya
17009;Arbúcies;Girona;Cataluña/Catalunya
16905;Arcas;Cuenca;Castilla-La Mancha
31028;Arce/Artzi;Navarra;Comunidad Foral de Navarra
37033;Arcediano;Salamanca;Castilla y León
49010;Arcenillas;Zamora;Castilla y León
30009;Archena;Murcia;Región de Murcia
29016;Árchez;Málaga;Andalucía
29017;Archidona;Málaga;Andalucía
45015;Arcicóllar;Toledo;Castilla-La Mancha
34015;Arconada;Palencia;Castilla y León
40020;Arcones;Segovia;Castilla y León
09023;Arcos;Burgos;Castilla y León
42025;Arcos de Jalón;Soria;Castilla y León
11006;Arcos de la Frontera;Cádiz;Andalucía
49011;Arcos de la Polvorosa;Zamora;Castilla y León
16022;Arcos de la Sierra;Cuenca;Castilla-La Mancha
44026;Arcos de las Salinas;Teruel;Aragón
29018;Ardales;Málaga;Andalucía
50033;Ardisa;Zaragoza;Aragón
24006;Ardón;León;Castilla y León
48093;Areatza;Bizkaia;País Vasco/Euskadi
31030;Arellano;Navarra;Comunidad Foral de Navarra
22035;Arén;Huesca;Aragón
13903;Arenales de San Gregorio;Ciudad Real;Castilla-La Mancha
29019;Arenas;Málaga;Andalucía
39004;Arenas de Iguña;Cantabria;Cantabria
13018;Arenas de San Juan;Ciudad Real;Castilla-La Mancha
05014;Arenas de San Pedro;Ávila;Castilla y León
18020;Arenas del Rey;Granada;Andalucía
42026;Arenillas;Soria;Castilla y León
09024;Arenillas de Riopisuerga;Burgos;Castilla y León
44027;Arens de Lledó;Teruel;Aragón
08006;Arenys de Mar;Barcelona;Cataluña/Catalunya
08007;Arenys de Munt;Barcelona;Cataluña/Catalunya
26015;Arenzana de Abajo;La Rioja;La Rioja
26016;Arenzana de Arriba;La Rioja;La Rioja
15004;Ares;A Coruña;Galicia
12014;Ares del Maestrat;Castelló/Castellón;Comunitat Valenciana
31031;Areso;Navarra;Comunidad Foral de Navarra
20013;Aretxabaleta;Gipuzkoa;País Vasco/Euskadi
05015;Arevalillo;Ávila;Castilla y León
40021;Arevalillo de Cega;Segovia;Castilla y León
05016;Arévalo;Ávila;Castilla y León
42027;Arévalo de la Sierra;Soria;Castilla y León
13019;Argamasilla de Alba;Ciudad Real;Castilla-La Mancha
13020;Argamasilla de Calatrava;Ciudad Real;Castilla-La Mancha
28014;Arganda del Rey;Madrid;Comunidad de Madrid
24007;Arganza;León;Castilla y León
49012;Argañín;Zamora;Castilla y León
22036;Argavieso;Huesca;Aragón
19039;Argecilla;Guadalajara;Castilla-La Mancha
17010;Argelaguer;Girona;Cataluña/Catalunya
12015;Argelita;Castelló/Castellón;Comunitat Valenciana
08008;Argençola;Barcelona;Cataluña/Catalunya
44028;Argente;Teruel;Aragón
08009;Argentona;Barcelona;Cataluña/Catalunya
45016;Argés;Toledo;Castilla-La Mancha
39005;Argoños;Cantabria;Cantabria
31032;Arguedas;Navarra;Comunidad Foral de Navarra
22037;Arguis;Huesca;Aragón
16024;Arguisuelas;Cuenca;Castilla-La Mancha
49013;Argujillo;Zamora;Castilla y León
31033;Aria;Navarra;Comunidad Foral de Navarra
07901;Ariany;Illes Balears;Illes Balears
31034;Aribe;Navarra;Comunidad Foral de Navarra
38005;Arico;Santa Cruz de Tenerife;Canarias
09025;Arija;Burgos;Castilla y León
44029;Ariño;Teruel;Aragón
50034;Ariza;Zaragoza;Aragón
23006;Arjona;Jaén;Andalucía
23007;Arjonilla;Jaén;Andalucía
09026;Arlanzón;Burgos;Castilla y León
19040;Armallones;Guadalajara;Castilla-La Mancha
31035;Armañanzas;Navarra;Comunidad Foral de Navarra
37035;Armenteros;Salamanca;Castilla y León
18021;Armilla;Granada;Andalucía
01006;Armiñón;Araba/Álava;País Vasco/Euskadi
40022;Armuña;Segovia;Castilla y León
04018;Armuña de Almanzora;Almería;Andalucía
19041;Armuña de Tajuña;Guadalajara;Castilla-La Mancha
26017;Arnedillo;La Rioja;La Rioja
26018;Arnedo;La Rioja;La Rioja
43018;Arnes;Tarragona;Cataluña/Catalunya
39006;Arnuero;Cantabria;Cantabria
21008;Aroche;Huelva;Andalucía
38006;Arona;Santa Cruz de Tenerife;Canarias
49014;Arquillinos;Zamora;Castilla y León
23008;Arquillos;Jaén;Andalucía
49015;Arrabalde;Zamora;Castilla y León
01037;Arraia-Maeztu;Araba/Álava;País Vasco/Euskadi
16025;Arrancacepas;Cuenca;Castilla-La Mancha
48009;Arrankudiaga;Bizkaia;País Vasco/Euskadi
20055;Arrasate/Mondragón;Gipuzkoa;País Vasco/Euskadi
48914;Arratzu;Bizkaia;País Vasco/Euskadi
01008;Arratzua-Ubarrundia;Araba/Álava;País Vasco/Euskadi
09027;Arraya de Oca;Burgos;Castilla y León
35004;Arrecife;Las Palmas;Canarias
39007;Arredondo;Cantabria;Cantabria
25031;Arres;Lleida;Cataluña/Catalunya
29020;Arriate;Málaga;Andalucía
48010;Arrieta;Bizkaia;País Vasco/Euskadi
48011;Arrigorriaga;Bizkaia;País Vasco/Euskadi
13021;Arroba de los Montes;Ciudad Real;Castilla-La Mancha
31036;Arróniz;Navarra;Comunidad Foral de Navarra
47010;Arroyo de la Encomienda;Valladolid;Castilla y León
10021;Arroyo de la Luz;Cáceres;Extremadura
19042;Arroyo de las Fraguas;Guadalajara;Castilla-La Mancha
06012;Arroyo de San Serván;Badajoz;Extremadura
23905;Arroyo del Ojanco;Jaén;Andalucía
10023;Arroyomolinos;Cáceres;Extremadura
28015;Arroyomolinos;Madrid;Comunidad de Madrid
10022;Arroyomolinos de la Vera;Cáceres;Extremadura
21009;Arroyomolinos de León;Huelva;Andalucía
31037;Arruazu;Navarra;Comunidad Foral de Navarra
26019;Arrúbal;La Rioja;La Rioja
25032;Arsèguel;Lleida;Cataluña/Catalunya
07006;Artà;Illes Balears;Illes Balears
31038;Artajona;Navarra;Comunidad Foral de Navarra
12016;Artana;Castelló/Castellón;Comunitat Valenciana
31039;Artazu;Navarra;Comunidad Foral de Navarra
48023;Artea;Bizkaia;País Vasco/Euskadi
15005;Arteixo;A Coruña;Galicia
35005;Artenara;Las Palmas;Canarias
08010;Artés;Barcelona;Cataluña/Catalunya
25033;Artesa de Lleida;Lleida;Cataluña/Catalunya
25034;Artesa de Segre;Lleida;Cataluña/Catalunya
50035;Artieda;Zaragoza;Aragón
48008;Artzentales;Bizkaia;País Vasco/Euskadi
01004;Artziniega;Araba/Álava;País Vasco/Euskadi
35006;Arucas;Las Palmas;Canarias
15006;Arzúa;A Coruña;Galicia
36034;As Neves;Pontevedra;Galicia
27037;As Nogais;Lugo;Galicia
15070;As Pontes de García Rodríguez;A Coruña;Galicia
15081;As Somozas;A Coruña;Galicia
43019;Ascó;Tarragona;Cataluña/Catalunya
50036;Asín;Zaragoza;Aragón
25036;Aspa;Lleida;Cataluña/Catalunya
49016;Aspariegos;Zamora;Castilla y León
01009;Asparrena;Araba/Álava;País Vasco/Euskadi
03019;Aspe;Alacant/Alicante;Comunitat Valenciana
20014;Asteasu;Gipuzkoa;País Vasco/Euskadi
20903;Astigarraga;Gipuzkoa;País Vasco/Euskadi
24008;Astorga;León;Castilla y León
34017;Astudillo;Palencia;Castilla y León
49017;Asturianos;Zamora;Castilla y León
29021;Atajate;Málaga;Andalucía
06013;Atalaya;Badajoz;Extremadura
16026;Atalaya del Cañavate;Cuenca;Castilla-La Mancha
19043;Atanzón;Guadalajara;Castilla-La Mancha
09029;Atapuerca;Burgos;Castilla y León
47011;Ataquines;Valladolid;Castilla y León
18022;Atarfe;Granada;Andalucía
20015;Ataun;Gipuzkoa;País Vasco/Euskadi
50037;Atea;Zaragoza;Aragón
50038;Ateca;Zaragoza;Aragón
31040;Atez/Atetz;Navarra;Comunidad Foral de Navarra
19044;Atienza;Guadalajara;Castilla-La Mancha
48091;Atxondo;Bizkaia;País Vasco/Euskadi
46003;Atzeneta d'Albaida;València/Valencia;Comunitat Valenciana
12001;Atzeneta del Maestrat;Castelló/Castellón;Comunitat Valenciana
48070;Aulesti;Bizkaia;País Vasco/Euskadi
19045;Auñón;Guadalajara;Castilla-La Mancha
31058;Auritz/Burguete;Navarra;Comunidad Foral de Navarra
26020;Ausejo;La Rioja;La Rioja
42028;Ausejo de la Sierra;Soria;Castilla y León
34018;Autilla del Pino;Palencia;Castilla y León
34019;Autillo de Campos;Palencia;Castilla y León
26021;Autol;La Rioja;La Rioja
05017;Aveinte;Ávila;Castilla y León
05018;Avellaneda;Ávila;Castilla y León
09032;Avellanosa de Muñó;Burgos;Castilla y León
08011;Avià;Barcelona;Cataluña/Catalunya
05019;Ávila;Ávila;Castilla y León
33004;Avilés;Asturias;Principado de Asturias
08012;Avinyó;Barcelona;Cataluña/Catalunya
17012;Avinyonet de Puigventós;Girona;Cataluña/Catalunya
08013;Avinyonet del Penedès;Barcelona;Cataluña/Catalunya
32004;Avión;Ourense;Galicia
01010;Ayala/Aiara;Araba/Álava;País Vasco/Euskadi
21010;Ayamonte;Huelva;Andalucía
31041;Ayegui/Aiegi;Navarra;Comunidad Foral de Navarra
22039;Ayerbe;Huesca;Aragón
40024;Ayllón;Segovia;Castilla y León
02011;Ayna;Albacete;Castilla-La Mancha
12017;Ayódar;Castelló/Castellón;Comunitat Valenciana
49018;Ayoó de Vidriales;Zamora;Castilla y León
46044;Ayora;València/Valencia;Comunitat Valenciana
34020;Ayuela;Palencia;Castilla y León
31042;Azagra;Navarra;Comunidad Foral de Navarra
44031;Azaila;Teruel;Aragón
22040;Azanuy-Alins;Huesca;Aragón
22041;Azara;Huesca;Aragón
20017;Azkoitia;Gipuzkoa;País Vasco/Euskadi
22042;Azlor;Huesca;Aragón
41012;Aznalcázar;Sevilla;Andalucía
41013;Aznalcóllar;Sevilla;Andalucía
26022;Azofra;La Rioja;La Rioja
20018;Azpeitia;Gipuzkoa;País Vasco/Euskadi
06014;Azuaga;Badajoz;Extremadura
50039;Azuara;Zaragoza;Aragón
12018;Azuébar;Castelló/Castellón;Comunitat Valenciana
31043;Azuelo;Navarra;Comunidad Foral de Navarra
19046;Azuqueca de Henares;Guadalajara;Castilla-La Mancha
45017;Azután;Toledo;Castilla-La Mancha
37038;Babilafuente;Salamanca;Castilla y León
04019;Bacares;Almería;Andalucía
06015;Badajoz;Badajoz;Extremadura
08015;Badalona;Barcelona;Cataluña/Catalunya
26023;Badarán;La Rioja;La Rioja
44032;Bádenas;Teruel;Aragón
08904;Badia del Vallès;Barcelona;Cataluña/Catalunya
41014;Badolatosa;Sevilla;Andalucía
50040;Badules;Zaragoza;Aragón
22043;Baélls;Huesca;Aragón
14007;Baena;Córdoba;Andalucía
23009;Baeza;Jaén;Andalucía
08016;Bagà;Barcelona;Cataluña/Catalunya
44033;Báguena;Teruel;Aragón
50041;Bagüés;Zaragoza;Aragón
47012;Bahabón;Valladolid;Castilla y León
09033;Bahabón de Esgueva;Burgos;Castilla y León
19047;Baides;Guadalajara;Castilla-La Mancha
23010;Bailén;Jaén;Andalucía
22044;Bailo;Huesca;Aragón
36003;Baiona;Pontevedra;Galicia
25039;Baix Pallars;Lleida;Cataluña/Catalunya
31044;Bakaiku;Navarra;Comunidad Foral de Navarra
48012;Bakio;Bizkaia;País Vasco/Euskadi
25040;Balaguer;Lleida;Cataluña/Catalunya
04904;Balanegra;Almería;Andalucía
02012;Balazote;Albacete;Castilla-La Mancha
24009;Balboa;León;Castilla y León
50042;Balconchán;Zaragoza;Aragón
22045;Baldellou;Huesca;Aragón
27004;Baleira;Lugo;Galicia
08017;Balenyà;Barcelona;Cataluña/Catalunya
20904;Baliarrain;Gipuzkoa;País Vasco/Euskadi
13022;Ballesteros de Calatrava;Ciudad Real;Castilla-La Mancha
22046;Ballobar;Huesca;Aragón
48090;Balmaseda;Bizkaia;País Vasco/Euskadi
03020;Balones;Alacant/Alicante;Comunitat Valenciana
02013;Balsa de Ves;Albacete;Castilla-La Mancha
08018;Balsareny;Barcelona;Cataluña/Catalunya
34022;Baltanás;Palencia;Castilla y León
32005;Baltar;Ourense;Galicia
22047;Banastás;Huesca;Aragón
32006;Bande;Ourense;Galicia
07007;Banyalbufar;Illes Balears;Illes Balears
03021;Banyeres de Mariola;Alacant/Alicante;Comunitat Valenciana
43020;Banyeres del Penedès;Tarragona;Cataluña/Catalunya
17015;Banyoles;Girona;Cataluña/Catalunya
26024;Bañares;La Rioja;La Rioja
37039;Bañobárez;Salamanca;Castilla y León
44034;Bañón;Teruel;Aragón
01011;Baños de Ebro/Mañueta;Araba/Álava;País Vasco/Euskadi
23011;Baños de la Encina;Jaén;Andalucía
32007;Baños de Molgas;Ourense;Galicia
10024;Baños de Montemayor;Cáceres;Extremadura
26026;Baños de Río Tobía;La Rioja;La Rioja
26025;Baños de Rioja;La Rioja;La Rioja
19048;Baños de Tajo;Guadalajara;Castilla-La Mancha
09035;Baños de Valdearados;Burgos;Castilla y León
19049;Bañuelos;Guadalajara;Castilla-La Mancha
09036;Bañuelos de Bureba;Burgos;Castilla y León
34024;Baquerín de Campos;Palencia;Castilla y León
16027;Barajas de Melo;Cuenca;Castilla-La Mancha
48013;Barakaldo;Bizkaia;País Vasco/Euskadi
27901;Baralla;Lugo;Galicia
31901;Barañáin/Barañain;Navarra;Comunidad Foral de Navarra
42029;Baraona;Soria;Castilla y León
31045;Barásoain;Navarra;Comunidad Foral de Navarra
32008;Barbadás;Ourense;Galicia
37040;Barbadillo;Salamanca;Castilla y León
09037;Barbadillo de Herreros;Burgos;Castilla y León
09038;Barbadillo del Mercado;Burgos;Castilla y León
09039;Barbadillo del Pez;Burgos;Castilla y León
37041;Barbalos;Salamanca;Castilla y León
31046;Barbarin;Navarra;Comunidad Foral de Navarra
22048;Barbastro;Huesca;Aragón
11007;Barbate;Cádiz;Andalucía
25041;Barbens;Lleida;Cataluña/Catalunya
43021;Barberà de la Conca;Tarragona;Cataluña/Catalunya
08252;Barberà del Vallès;Barcelona;Cataluña/Catalunya
50043;Bárboles;Zaragoza;Aragón
40025;Barbolla;Segovia;Castilla y León
22049;Barbués;Huesca;Aragón
22050;Barbuñales;Huesca;Aragón
42030;Barca;Soria;Castilla y León
22051;Bárcabo;Huesca;Aragón
06016;Barcarrota;Badajoz;Extremadura
08019;Barcelona;Barcelona;Cataluña/Catalunya
34025;Bárcena de Campos;Palencia;Castilla y León
39009;Bárcena de Cicero;Cantabria;Cantabria
39010;Bárcena de Pie de Concha;Cantabria;Cantabria
37042;Barceo;Salamanca;Castilla y León
16029;Barchín del Hoyo;Cuenca;Castilla-La Mancha
47013;Barcial de la Loma;Valladolid;Castilla y León
49019;Barcial del Barco;Zamora;Castilla y León
45018;Barcience;Toledo;Castilla-La Mancha
42031;Barcones;Soria;Castilla y León
50044;Bardallur;Zaragoza;Aragón
39011;Bareyo;Cantabria;Cantabria
45019;Bargas;Toledo;Castilla-La Mancha
31047;Bargota;Navarra;Comunidad Foral de Navarra
31048;Barillas;Navarra;Comunidad Foral de Navarra
24011;Barjas;León;Castilla y León
38007;Barlovento;Santa Cruz de Tenerife;Canarias
12020;Barracas;Castelló/Castellón;Comunitat Valenciana
44035;Barrachina;Teruel;Aragón
10025;Barrado;Cáceres;Extremadura
02015;Barrax;Albacete;Castilla-La Mancha
27005;Barreiros;Lugo;Galicia
48014;Barrika;Bizkaia;País Vasco/Euskadi
09041;Barrio de Muñó;Burgos;Castilla y León
19050;Barriopedro;Guadalajara;Castilla-La Mancha
09044;Barrios de Colina;Burgos;Castilla y León
36002;Barro;Pontevedra;Galicia
05023;Barromán;Ávila;Castilla y León
37044;Barruecopardo;Salamanca;Castilla y León
34027;Barruelo de Santullán;Palencia;Castilla y León
47014;Barruelo del Valle;Valladolid;Castilla y León
01013;Barrundia;Araba/Álava;País Vasco/Euskadi
46046;Barx;València/Valencia;Comunitat Valenciana
46045;Barxeta;València/Valencia;Comunitat Valenciana
31049;Basaburua;Navarra;Comunidad Foral de Navarra
40026;Basardilla;Segovia;Castilla y León
48015;Basauri;Bizkaia;País Vasco/Euskadi
17016;Bàscara;Girona;Cataluña/Catalunya
09045;Basconcillos del Tozo;Burgos;Castilla y León
34028;Báscones de Ojeda;Palencia;Castilla y León
09046;Bascuñana;Burgos;Castilla y León
16030;Bascuñana de San Pedro;Cuenca;Castilla-La Mancha
25044;Bassella;Lleida;Cataluña/Catalunya
43022;Batea;Tarragona;Cataluña/Catalunya
06017;Baterno;Badajoz;Extremadura
28017;Batres;Madrid;Comunidad de Madrid
25045;Bausen;Lleida;Cataluña/Catalunya
04020;Bayárcal;Almería;Andalucía
04021;Bayarque;Almería;Andalucía
42032;Bayubas de Abajo;Soria;Castilla y León
42033;Bayubas de Arriba;Soria;Castilla y León
18023;Baza;Granada;Andalucía
31050;Baztan;Navarra;Comunidad Foral de Navarra
44036;Bea;Teruel;Aragón
32010;Beade;Ourense;Galicia
16031;Beamud;Cuenca;Castilla-La Mancha
32011;Beariz;Ourense;Galicia
21011;Beas;Huelva;Andalucía
18024;Beas de Granada;Granada;Andalucía
18025;Beas de Guadix;Granada;Andalucía
23012;Beas de Segura;Jaén;Andalucía
20019;Beasain;Gipuzkoa;País Vasco/Euskadi
05024;Becedas;Ávila;Castilla y León
05025;Becedillas;Ávila;Castilla y León
44037;Beceite;Teruel;Aragón
27006;Becerreá;Lugo;Galicia
34029;Becerril de Campos;Palencia;Castilla y León
28018;Becerril de la Sierra;Madrid;Comunidad de Madrid
47015;Becilla de Valderaduey;Valladolid;Castilla y León
04022;Bédar;Almería;Andalucía
48092;Bedia;Bizkaia;País Vasco/Euskadi
23902;Bedmar y Garcíez;Jaén;Andalucía
23014;Begíjar;Jaén;Andalucía
27007;Begonte;Lugo;Galicia
08020;Begues;Barcelona;Cataluña/Catalunya
17013;Begur;Girona;Cataluña/Catalunya
31137;Beintza-Labaien;Navarra;Comunidad Foral de Navarra
31051;Beire;Navarra;Comunidad Foral de Navarra
04023;Beires;Almería;Andalucía
20020;Beizama;Gipuzkoa;País Vasco/Euskadi
37046;Béjar;Salamanca;Castilla y León
12022;Bejís;Castelló/Castellón;Comunitat Valenciana
14008;Belalcázar;Córdoba;Andalucía
31052;Belascoáin;Navarra;Comunidad Foral de Navarra
20021;Belauntza;Gipuzkoa;País Vasco/Euskadi
09047;Belbimbre;Burgos;Castilla y León
50045;Belchite;Zaragoza;Aragón
37047;Beleña;Salamanca;Castilla y León
46047;Bèlgida;València/Valencia;Comunitat Valenciana
25046;Belianes;Lleida;Cataluña/Catalunya
16032;Belinchón;Cuenca;Castilla-La Mancha
25170;Bellaguarda;Lleida;Cataluña/Catalunya
17018;Bellcaire d'Empordà;Girona;Cataluña/Catalunya
25047;Bellcaire d'Urgell;Lleida;Cataluña/Catalunya
25048;Bell-lloc d'Urgell;Lleida;Cataluña/Catalunya
43023;Bellmunt del Priorat;Tarragona;Cataluña/Catalunya
25049;Bellmunt d'Urgell;Lleida;Cataluña/Catalunya
44039;Bello;Teruel;Aragón
08021;Bellprat;Barcelona;Cataluña/Catalunya
25050;Bellpuig;Lleida;Cataluña/Catalunya
46048;Bellreguard;València/Valencia;Comunitat Valenciana
46049;Bellús;València/Valencia;Comunitat Valenciana
43024;Bellvei;Tarragona;Cataluña/Catalunya
25051;Bellver de Cerdanya;Lleida;Cataluña/Catalunya
25052;Bellvís;Lleida;Cataluña/Catalunya
14009;Belmez;Córdoba;Andalucía
